City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
388,brookings,44.3114,-96.7984,23.03,47,0,2.06,US,2023-05-08 23:28:03
389,armacao de buzios,-22.7469,-41.8817,25.03,83,19,8.29,BR,2023-05-08 23:23:53
390,buri ram,14.9943,103.1039,28.22,62,99,1.3,TH,2023-05-08 23:26:20
391,moravske budejovice,49.0521,15.8086,5.03,88,97,2.65,CZ,2023-05-08 23:28:09
392,fortuna,40.5982,-124.1573,16.51,60,20,1.54,US,2023-05-08 23:28:09
393,bamboo flat,11.7,92.7167,28.91,78,100,3.76,IN,2023-05-08 23:22:29
394,awjilah,29.1081,21.2869,22.64,25,25,3.95,LY,2023-05-08 23:28:10
395,harstad,68.799,16.5293,7.56,69,99,5.81,NO,2023-05-08 23:28:10
396,siwa oasis,29.2041,25.5195,21.29,44,37,5.5,EG,2023-05-08 23:28:10
397,miracema do tocantins,-9.5618,-48.3967,25.34,78,73,1.75,BR,2023-05-08 23:28:10
398,grand-bassam,5.2118,-3.7388,28.98,83,37,3.06,CI,2023-05-08 23:28:10
399,mili,6.0815,171.735,28.52,79,90,6.37,MH,2023-05-08 23:23:44
400,weno,7.4515,151.8468,28.97,84,40,2.06,FM,2023-05-08 23:21:11
401,brokopondo,4.75,-55.1667,25.2,90,95,3.05,SR,2023-05-08 23:28:11
402,dodge city,37.7528,-100.0171,30.14,21,0,8.75,US,2023-05-08 23:27:06
403,xilin hot,43.9667,116.0333,10.95,30,29,1.87,CN,2023-05-08 23:22:48
404,pajan,-1.5667,-80.4167,26.51,88,65,2.0,EC,2023-05-08 23:28:11
405,broome,42.2506,-75.833,15.93,49,52,3.79,US,2023-05-08 23:28:12
406,cadale,2.7603,46.3222,27.03,81,10,9.02,SO,2023-05-08 23:28:12
407,lundazi,-12.2929,33.1782,15.49,74,71,2.57,ZM,2023-05-08 23:28:12
408,mount gambier,-37.8333,140.7667,12.97,78,86,3.21,AU,2023-05-08 23:22:57
409,heunghae,36.1125,129.3522,15.1,54,0,2.64,KR,2023-05-08 23:28:13
410,cabo san lucas,22.8909,-109.9124,32.17,29,20,2.06,MX,2023-05-08 23:18:50
411,paraiso,9.8383,-83.8656,25.48,70,23,1.78,CR,2023-05-08 23:28:13
412,neryungri,56.6709,124.6491,-2.55,77,36,4.07,RU,2023-05-08 23:28:13
413,midvagur,62.0511,-7.1939,8.46,100,100,3.6,FO,2023-05-08 23:28:13
414,mugia,43.1041,-9.2179,17.87,98,100,4.48,ES,2023-05-08 23:23:12
415,krasnosilka,46.6226,30.7742,9.54,84,100,5.61,UA,2023-05-08 23:28:14
416,olyokminsk,60.3736,120.4264,1.75,73,94,2.13,RU,2023-05-08 23:22:47
417,tingo maria,-9.2895,-76.0088,21.6,98,42,0.57,PE,2023-05-08 23:28:15
418,qal'ah-ye shahr,35.5473,65.5676,7.49,48,0,2.54,AF,2023-05-08 23:28:15
419,kegeyli shahar,42.7767,59.6078,18.05,24,93,3.94,UZ,2023-05-08 23:28:15
420,strezhevoy,60.7333,77.5889,0.06,67,31,5.9,RU,2023-05-08 23:26:41
421,antofagasta,-23.65,-70.4,15.6,77,27,2.82,CL,2023-05-08 23:22:26
422,huayin,34.5675,110.0921,14.77,70,100,1.98,CN,2023-05-08 23:28:16
423,mumford,5.2618,-0.759,28.05,79,64,3.54,GH,2023-05-08 23:23:57
424,selkirk,50.1436,-96.8845,12.08,94,100,2.73,CA,2023-05-08 23:28:16
425,hotan,37.0997,79.9269,11.45,16,100,2.68,CN,2023-05-08 23:28:16
426,bridgetown,13.1,-59.6167,27.27,83,40,5.66,BB,2023-05-08 23:27:35
427,kaltungo,9.8142,11.3089,31.21,33,78,2.23,NG,2023-05-08 23:28:17
428,padang,-0.9492,100.3543,24.98,83,97,1.85,ID,2023-05-08 23:28:17
429,tyukalinsk,55.8732,72.1967,7.27,40,100,3.13,RU,2023-05-08 23:28:17
430,altamira,-3.2033,-52.2064,24.44,93,41,0.93,BR,2023-05-08 23:28:18
431,ezine,39.7856,26.3408,14.93,77,54,3.32,TR,2023-05-08 23:28:18
432,mocimboa,-11.3167,40.35,22.29,90,0,3.26,MZ,2023-05-08 23:28:18
433,badger,64.8,-147.5333,11.95,41,75,2.57,US,2023-05-08 23:22:27
434,north platte,41.1239,-100.7654,25.55,24,0,3.09,US,2023-05-08 23:28:18
435,cockburn town,21.4612,-71.1419,26.77,80,3,7.41,TC,2023-05-08 23:28:19
436,amga,60.8953,131.9608,-1.93,57,77,2.59,RU,2023-05-08 23:28:19
437,betioky,-23.7167,44.3833,21.47,62,71,1.86,MG,2023-05-08 23:28:19
438,aguas vermelhas,-15.7472,-41.46,20.67,72,63,2.53,BR,2023-05-08 23:28:19
439,santanyi,39.3546,3.1291,17.57,80,71,3.01,ES,2023-05-08 23:28:20
440,mountain home,43.133,-115.6912,16.75,37,75,5.66,US,2023-05-08 23:24:30
441,al mutayrifi,25.4788,49.5576,28.19,11,74,4.72,SA,2023-05-08 23:28:20
442,sogndal,61.2283,7.1003,12.21,53,100,1.03,NO,2023-05-08 23:28:20
443,senanga,-16.1167,23.2667,15.31,43,0,0.91,ZM,2023-05-08 23:28:20
444,standerton,-26.9337,29.2415,7.56,91,67,1.4,ZA,2023-05-08 23:28:21
445,kavaratti,10.5669,72.642,28.97,60,54,3.96,IN,2023-05-08 23:24:13
446,kapa'a,22.0752,-159.319,28.99,70,75,7.72,US,2023-05-08 23:23:42
447,krasnoye-na-volge,57.5125,41.2419,1.23,83,9,2.06,RU,2023-05-08 23:28:21
448,akureyri,65.6835,-18.0878,6.96,87,75,4.12,IS,2023-05-08 23:28:21
449,bandon,51.7469,-8.7425,11.77,94,50,2.38,IE,2023-05-08 23:28:22
450,san antonio de pale,-1.4014,5.6325,28.35,78,19,4.79,GQ,2023-05-08 23:22:53
451,badamdar,40.3394,49.8039,16.97,72,10,9.56,AZ,2023-05-08 23:28:22
452,nova olinda do norte,-3.8881,-59.0942,24.37,97,100,0.47,BR,2023-05-08 23:28:22
453,verkhnevilyuysk,63.4453,120.3167,-2.49,79,90,3.38,RU,2023-05-08 23:23:53
454,qurayyat,31.3318,37.3428,17.1,59,0,8.23,SA,2023-05-08 23:28:23
455,san juan del sur,11.2529,-85.8705,32.05,44,98,7.63,NI,2023-05-08 23:28:23
456,trevelin,-43.0858,-71.4639,7.71,66,92,1.93,AR,2023-05-08 23:24:23
457,mana,5.6592,-53.7767,25.39,92,99,4.57,GF,2023-05-08 23:24:18
458,yuncheng,35.0231,110.9928,15.11,51,91,2.16,CN,2023-05-08 23:28:24
459,tarko-sale,64.9225,77.785,-6.75,77,100,14.98,RU,2023-05-08 23:28:25
460,motygino,58.1831,94.7592,9.99,68,57,1.41,RU,2023-05-08 23:28:25
461,esquel,-42.9,-71.3167,8.61,52,97,2.65,AR,2023-05-08 23:26:03
462,ciudad lazaro cardenas,17.9583,-102.2,30.45,50,3,4.68,MX,2023-05-08 23:22:44
463,staryye ozinki,51.1786,49.6769,7.16,45,100,8.02,RU,2023-05-08 23:28:26
464,funafuti,-8.5243,179.1942,33.0,79,40,0.51,TV,2023-05-08 23:23:04
465,san rafael,-34.6177,-68.3301,15.82,35,64,4.13,AR,2023-05-08 23:28:27
466,moree,-29.4667,149.85,10.26,50,0,2.44,AU,2023-05-08 23:28:27
467,berrechid,33.2655,-7.5875,20.56,82,0,3.09,MA,2023-05-08 23:28:27
468,amos,48.5669,-78.1162,10.82,42,60,3.83,CA,2023-05-08 23:21:52
469,seven pagodas,12.6264,80.1722,28.36,78,68,2.13,IN,2023-05-08 23:28:28
470,salekhard,66.53,66.6019,-9.28,92,73,2.29,RU,2023-05-08 23:23:02
471,eskisehir,39.7767,30.5206,8.95,100,0,3.09,TR,2023-05-08 23:28:28
472,coahuayana de hidalgo,18.7,-103.6583,31.96,49,3,2.98,MX,2023-05-08 23:22:32
473,the dalles,45.5946,-121.1787,20.95,49,95,6.26,US,2023-05-08 23:27:36
474,at taj,24.2049,23.2857,20.7,21,63,3.19,LY,2023-05-08 23:28:29
475,qarqaraly,49.4058,75.4742,12.24,30,5,2.01,KZ,2023-05-08 23:28:29
476,belmonte,-15.8631,-38.8828,24.42,87,4,3.46,BR,2023-05-08 23:28:29
477,kiama,-34.6833,150.8667,16.32,56,89,6.41,AU,2023-05-08 23:24:26
478,kawm umbu,24.4767,32.9463,23.48,28,27,5.02,EG,2023-05-08 23:28:29
479,nuuk,64.1835,-51.7216,0.34,93,75,4.63,GL,2023-05-08 23:19:37
480,amursk,50.2261,136.8994,8.29,78,100,2.58,RU,2023-05-08 23:28:30
481,sinabang,2.4803,96.3801,25.65,85,100,2.81,ID,2023-05-08 23:22:32
482,nha trang,12.25,109.1833,26.0,89,100,2.24,VN,2023-05-08 23:28:30
483,dongsheng,39.8161,109.9776,12.53,47,100,1.44,CN,2023-05-08 23:28:30
484,acapulco de juarez,16.8634,-99.8901,30.9,62,0,4.63,MX,2023-05-08 23:24:52
485,kalat,29.0225,66.5916,12.96,16,1,1.05,PK,2023-05-08 23:28:31
486,pajok,3.8651,32.4821,19.93,91,94,1.05,SS,2023-05-08 23:28:31
487,kapuskasing,49.4169,-82.4331,15.05,24,40,4.12,CA,2023-05-08 23:18:02
488,maxixe,-23.8597,35.3472,19.91,93,12,1.56,MZ,2023-05-08 23:28:31
489,nueva gerona,21.8833,-82.8,28.7,61,31,4.39,CU,2023-05-08 23:28:31
490,island harbour,50.724,-1.2758,13.97,95,100,2.68,GB,2023-05-08 23:28:32
491,timmins,48.4669,-81.3331,13.9,23,75,1.54,CA,2023-05-08 23:28:32
492,sao joao do piaui,-8.3581,-42.2467,26.97,44,26,2.06,BR,2023-05-08 23:28:32
493,pak chong,14.708,101.4161,26.56,86,100,0.74,TH,2023-05-08 23:28:32
494,mawlamyinegyunn,16.3833,95.2667,27.37,78,85,1.82,MM,2023-05-08 23:28:32
495,alexander city,32.944,-85.9539,25.7,79,97,2.32,US,2023-05-08 23:28:33
496,noshiro,40.2039,140.0242,8.46,76,65,4.47,JP,2023-05-08 23:28:33
497,posto fiscal rolim de moura,-13.0833,-62.2667,22.22,98,96,1.93,BR,2023-05-08 23:19:43
498,yima,34.7381,111.8839,13.58,56,59,1.69,CN,2023-05-08 23:28:33
499,praya,14.9215,-23.5087,23.3,78,20,7.72,CV,2023-05-08 23:28:33
500,shenjiamen,29.9576,122.298,15.27,64,0,3.49,CN,2023-05-08 23:23:45
501,sirte,31.2089,16.5887,23.09,38,47,12.46,LY,2023-05-08 23:28:34
502,lospalos,-8.5186,127.0025,23.27,95,93,3.91,TL,2023-05-08 23:24:20
503,udachny,66.4167,112.4,-0.86,74,100,11.44,RU,2023-05-08 23:22:40
504,zhigalovo,54.8097,105.1578,9.15,68,56,1.1,RU,2023-05-08 23:28:35
505,eydhafushi,5.1033,73.0708,28.77,74,30,5.79,MV,2023-05-08 23:28:35
506,kuragino,53.8975,92.6725,11.76,63,11,1.71,RU,2023-05-08 23:28:35
507,lesnikovo,55.2822,65.3175,2.85,50,23,3.18,RU,2023-05-08 23:28:35
508,galliano,29.4422,-90.2992,28.0,74,100,3.6,US,2023-05-08 23:23:15
509,surovikino,48.6078,42.8486,7.76,66,100,4.37,RU,2023-05-08 23:28:35
510,tongchuanshi,35.0806,109.0897,11.55,75,100,1.54,CN,2023-05-08 23:28:36
511,chapaev,50.2,51.1667,8.57,44,100,9.19,KZ,2023-05-08 23:28:36
512,kiruna,67.8557,20.2251,2.51,81,100,1.03,SE,2023-05-08 23:28:36
513,eraan,9.0629,117.7016,27.09,84,91,0.42,PH,2023-05-08 23:28:36
514,javea,38.7833,0.1667,19.97,75,93,2.68,ES,2023-05-08 23:28:36
515,dallas,32.7668,-96.7836,33.21,62,40,4.63,US,2023-05-08 23:22:37
516,berane,42.8467,19.8825,11.14,98,100,1.49,ME,2023-05-08 23:28:37
517,bam,29.106,58.357,26.4,10,0,2.55,IR,2023-05-08 23:28:37
518,vila velha,-20.3297,-40.2925,22.97,98,75,1.54,BR,2023-05-08 23:20:53
519,kranjska gora,46.4839,13.7894,11.67,98,100,1.46,SI,2023-05-08 23:28:37
520,mao,39.8885,4.2658,16.31,94,0,3.09,ES,2023-05-08 23:28:37
521,st ives,50.2086,-5.4875,12.18,98,100,4.3,GB,2023-05-08 23:28:38
522,kuta,-8.7233,115.1723,26.97,94,75,6.26,ID,2023-05-08 23:28:38
523,puerto lempira,15.2667,-83.7667,30.08,70,20,4.12,HN,2023-05-08 23:28:38
524,kargasok,59.0556,80.8572,4.89,47,100,5.08,RU,2023-05-08 23:28:38
525,north bend,43.4065,-124.2243,14.95,71,100,5.14,US,2023-05-08 23:23:22
526,mersing,2.4312,103.8405,24.95,94,20,2.06,MY,2023-05-08 23:28:39
527,kanniyakumari,8.0833,77.5667,27.69,80,100,6.76,IN,2023-05-08 23:28:39
528,luanco,43.6152,-5.7934,17.71,83,95,2.02,ES,2023-05-08 23:28:39
529,manta,-0.95,-80.7333,29.88,70,40,4.41,EC,2023-05-08 23:28:39
530,kuala belait,4.5833,114.1833,26.09,86,78,1.9,BN,2023-05-08 23:28:40
531,la'ie,21.6477,-157.9253,28.98,73,13,8.84,US,2023-05-08 23:22:48
532,cam pha mines,21.0167,107.3,21.83,89,100,4.19,VN,2023-05-08 23:23:46
533,zahedan,29.4963,60.8629,14.95,25,0,3.09,IR,2023-05-08 23:28:40
534,al burayqah,30.4062,19.5739,22.36,39,87,6.08,LY,2023-05-08 23:28:40
535,johvi,59.3592,27.4211,3.9,56,51,1.75,EE,2023-05-08 23:28:40
536,primero de mayo,-32.2552,-58.4228,17.53,73,1,3.49,AR,2023-05-08 23:28:41
537,shizuishan,39.2333,106.7694,14.05,59,100,3.74,CN,2023-05-08 23:28:41
538,susanville,40.4163,-120.653,8.91,60,40,6.71,US,2023-05-08 23:28:41
539,griffith,41.5284,-87.4237,15.68,91,100,5.66,US,2023-05-08 23:28:41
540,dabola,10.75,-11.1167,22.39,92,100,2.67,GN,2023-05-08 23:28:41
541,yanam,16.7333,82.2167,26.96,90,88,1.19,IN,2023-05-08 23:28:41
542,mount isa,-20.7333,139.5,13.87,24,1,6.17,AU,2023-05-08 23:24:29
543,padre bernardo,-15.35,-48.5,24.17,48,87,1.24,BR,2023-05-08 23:28:42
544,ulladulla,-35.35,150.4667,14.42,60,57,6.42,AU,2023-05-08 23:28:42
545,terrace,54.5163,-128.6035,16.95,29,20,2.57,CA,2023-05-08 23:25:50
546,st. john's,47.5649,-52.7093,6.55,93,100,9.77,CA,2023-05-08 23:24:22
547,sinop,41.7711,34.8709,8.56,95,100,0.49,TR,2023-05-08 23:28:42
548,lerwick,60.1545,-1.1494,9.0,99,100,3.99,GB,2023-05-08 23:23:02
549,darwin,-12.4611,130.8418,23.83,49,0,7.72,AU,2023-05-08 23:23:50
550,ezhva,61.8128,50.7283,-1.12,92,0,4.0,RU,2023-05-08 23:28:43
551,imbituba,-28.24,-48.6703,20.21,89,100,3.5,BR,2023-05-08 23:24:39
552,safi,32.1667,-8.8333,19.72,62,0,5.8,MA,2023-05-08 23:28:43
553,soma,39.1855,27.6094,11.43,85,32,2.94,TR,2023-05-08 23:28:44
554,ciudad bolivar,8.1222,-63.5497,32.21,45,96,2.13,VE,2023-05-08 23:28:44
555,visakhapatnam,17.69,83.2093,27.94,100,20,1.03,IN,2023-05-08 23:23:55
556,beira,-19.8436,34.8389,20.05,100,20,1.03,MZ,2023-05-08 23:23:30
557,danilovka,50.3557,44.1168,6.44,51,100,5.88,RU,2023-05-08 23:28:44
558,khandyga,62.6667,135.6,-1.46,51,70,2.05,RU,2023-05-08 23:23:18
559,castanos,26.7833,-101.4167,28.52,40,55,10.2,MX,2023-05-08 23:28:45
560,taltal,-25.4,-70.4833,19.85,66,16,1.94,CL,2023-05-08 23:28:45
561,dalai,45.5,124.3,12.96,17,1,6.45,CN,2023-05-08 23:28:45
562,waingapu,-9.6567,120.2641,26.13,83,99,7.58,ID,2023-05-08 23:23:13
563,zhumysker,49.3333,49.4,7.64,60,100,8.78,KZ,2023-05-08 23:28:45
564,oppdal,62.5943,9.6912,3.25,91,100,4.69,NO,2023-05-08 23:28:46
565,dzuunmod,48.2199,97.3744,0.74,51,87,1.99,MN,2023-05-08 23:28:46
566,mandalgovi,45.7625,106.2708,10.87,59,100,3.13,MN,2023-05-08 23:23:51
567,creston,41.0586,-94.3614,23.98,60,0,2.57,US,2023-05-08 23:28:47
568,cill airne,52.05,-9.5167,9.54,96,31,1.8,IE,2023-05-08 23:28:47
569,fisterra,42.9049,-9.2629,17.79,98,100,4.66,ES,2023-05-08 23:28:47
570,juneau,58.3019,-134.4197,12.0,100,75,2.57,US,2023-05-08 23:28:25
571,isna,25.2934,32.554,23.01,30,1,2.97,EG,2023-05-08 23:28:48
572,soure,-0.7167,-48.5233,26.17,83,47,3.28,BR,2023-05-08 23:28:49
573,sharypovo,55.5403,89.2008,13.46,51,24,3.37,RU,2023-05-08 23:28:49
574,luganville,-15.5333,167.1667,28.39,68,18,2.4,VU,2023-05-08 23:22:49
575,sarkisla,39.3519,36.4098,7.26,86,8,1.02,TR,2023-05-08 23:28:49
576,taro,-8.3862,115.28,23.0,96,99,0.76,ID,2023-05-08 23:28:50
577,san luis de la loma,17.2706,-100.8939,31.32,53,2,3.75,MX,2023-05-08 23:28:50
578,bumba,2.1833,22.4667,23.95,79,89,1.03,CD,2023-05-08 23:28:50
579,saldanha,-33.0117,17.9442,12.03,85,28,4.42,ZA,2023-05-08 23:24:17
580,sampit,-2.5333,112.95,24.02,94,87,0.58,ID,2023-05-08 23:28:51
581,sabancuy,18.9667,-91.1833,31.33,62,27,5.04,MX,2023-05-08 23:28:51
